travel_date,travel_time,travel_from,max_capacity,number_of_tickets,year,month,day
5,427,6,49,1.0,2017,8,12
5,432,14,49,1.0,2017,8,12
1,390,7,11,8.0,2018,7,3
1,380,7,11,1.0,2018,7,3
1,300,7,11,1.0,2018,7,3
5,428,9,49,1.0,2017,8,12
5,300,5,11,1.0,2017,8,12
6,580,7,11,10.0,2018,6,3
5,424,1,49,30.0,2017,8,12
6,424,7,49,8.0,2018,6,3
6,390,7,11,4.0,2018,6,3
5,390,4,11,1.0,2017,8,12
5,435,9,49,25.0,2017,8,12
6,426,7,49,8.0,2018,6,3
5,390,6,11,1.0,2017,8,12
5,370,6,11,4.0,2017,8,12
5,424,14,49,5.0,2017,8,12
6,570,7,11,9.0,2018,6,3
6,610,7,11,1.0,2018,6,3
6,600,7,11,6.0,2018,6,3
6,590,7,11,11.0,2018,6,3
5,400,6,11,1.0,2017,8,12
6,427,7,49,1.0,2018,6,3
1,420,14,49,6.0,2017,9,12
1,434,14,49,7.0,2017,9,12
1,425,14,49,6.0,2017,9,12
6,560,7,11,10.0,2018,6,3
1,432,9,49,41.0,2017,9,12
6,550,7,11,11.0,2018,6,3
1,426,6,49,5.0,2017,9,12
1,427,4,49,4.0,2017,9,12
6,540,7,11,8.0,2018,6,3
6,530,7,11,11.0,2018,6,3
1,300,4,11,1.0,2017,9,12
1,426,4,49,2.0,2017,9,12
6,520,7,11,9.0,2018,6,3
6,510,7,11,11.0,2018,6,3
1,590,6,11,2.0,2017,9,12
1,435,9,49,13.0,2017,9,12
6,500,7,11,10.0,2018,6,3
1,424,14,49,14.0,2017,9,12
6,490,7,11,11.0,2018,6,3
6,480,7,11,11.0,2018,6,3
6,470,7,11,11.0,2018,6,3
6,460,7,11,11.0,2018,6,3
1,310,4,11,7.0,2017,9,12
1,520,6,11,1.0,2017,9,12
1,510,6,11,1.0,2017,9,12
1,429,14,49,3.0,2017,9,12
6,450,7,11,11.0,2018,6,3
1,1146,6,49,3.0,2017,9,12
6,440,7,11,11.0,2018,6,3
6,418,7,11,11.0,2018,6,3
1,1145,6,49,1.0,2017,9,12
6,425,7,49,1.0,2018,6,3
6,435,7,49,19.0,2018,6,3
1,428,14,49,2.0,2017,9,12
1,429,1,49,11.0,2017,9,12
1,400,6,11,1.0,2017,9,12
1,370,6,11,1.0,2017,9,12
1,390,4,11,1.0,2017,9,12
1,424,1,49,18.0,2017,9,12
6,420,7,11,10.0,2018,6,3
1,430,14,49,1.0,2017,9,12
1,330,6,11,2.0,2017,9,12
1,422,6,49,1.0,2017,9,12
3,424,14,49,32.0,2017,10,12
3,420,4,11,7.0,2017,10,12
3,410,4,11,7.0,2017,10,12
3,425,14,49,3.0,2017,10,12
6,410,7,11,10.0,2018,6,3
3,400,4,11,8.0,2017,10,12
3,390,4,11,11.0,2017,10,12
6,400,7,11,10.0,2018,6,3
3,370,4,11,3.0,2017,10,12
3,380,4,11,11.0,2017,10,12
3,432,9,49,28.0,2017,10,12
3,429,1,49,20.0,2017,10,12
3,360,4,11,11.0,2017,10,12
3,350,4,11,11.0,2017,10,12
3,340,4,11,5.0,2017,10,12
3,330,4,11,6.0,2017,10,12
3,320,4,11,10.0,2017,10,12
3,310,4,11,10.0,2017,10,12
6,300,7,11,1.0,2018,6,3
3,300,4,11,8.0,2017,10,12
3,426,7,49,21.0,2018,5,3
3,422,7,49,17.0,2018,5,3
3,654,7,11,1.0,2018,5,3
3,653,7,11,8.0,2018,5,3
3,570,7,11,11.0,2018,5,3
3,427,7,49,19.0,2018,5,3
3,434,14,49,8.0,2017,10,12
3,652,7,11,10.0,2018,5,3
3,651,7,11,9.0,2018,5,3
3,429,14,49,1.0,2017,10,12
3,650,7,11,11.0,2018,5,3
3,640,7,11,11.0,2018,5,3
3,630,7,11,1.0,2018,5,3
3,620,7,11,2.0,2018,5,3
3,610,7,11,8.0,2018,5,3
3,600,7,11,11.0,2018,5,3
3,590,7,11,9.0,2018,5,3
3,580,7,11,11.0,2018,5,3
3,560,7,11,7.0,2018,5,3
3,550,7,11,9.0,2018,5,3
3,540,7,11,10.0,2018,5,3
3,530,7,11,9.0,2018,5,3
3,428,7,49,9.0,2018,5,3
3,520,7,11,8.0,2018,5,3
3,424,7,49,2.0,2018,5,3
3,510,7,11,6.0,2018,5,3
3,500,7,11,10.0,2018,5,3
3,490,7,11,6.0,2018,5,3
3,421,7,49,19.0,2018,5,3
3,480,7,11,9.0,2018,5,3
3,470,7,11,9.0,2018,5,3
3,460,7,11,8.0,2018,5,3
3,450,7,11,10.0,2018,5,3
3,440,7,11,5.0,2018,5,3
3,300,7,11,3.0,2018,5,3
3,300,6,11,2.0,2017,10,12
1,390,7,11,3.0,2018,4,3
3,433,9,49,1.0,2017,10,12
1,418,7,11,11.0,2018,4,3
1,1143,7,49,1.0,2018,4,3
1,652,7,11,8.0,2018,4,3
3,427,6,49,1.0,2017,10,12
1,380,7,11,1.0,2018,4,3
1,667,7,11,5.0,2018,4,3
1,666,7,11,9.0,2018,4,3
3,410,6,11,1.0,2017,10,12
1,665,7,11,11.0,2018,4,3
3,435,14,49,1.0,2017,10,12
1,664,7,11,11.0,2018,4,3
1,427,7,49,1.0,2018,4,3
1,663,7,11,10.0,2018,4,3
1,480,7,11,9.0,2018,4,3
1,1144,7,49,40.0,2018,4,3
3,435,9,49,35.0,2017,10,12
3,426,4,49,1.0,2017,10,12
3,420,9,49,3.0,2017,10,12
3,424,1,49,8.0,2017,10,12
3,426,6,49,1.0,2017,10,12
3,330,6,11,4.0,2017,10,12
3,431,14,49,2.0,2017,10,12
1,662,7,11,8.0,2018,4,3
1,661,7,11,11.0,2018,4,3
1,660,7,11,8.0,2018,4,3
1,659,7,11,6.0,2018,4,3
6,434,14,49,10.0,2017,11,12
1,658,7,11,10.0,2018,4,3
1,657,7,11,9.0,2018,4,3
1,656,7,11,10.0,2018,4,3
6,424,14,49,19.0,2017,11,12
1,655,7,11,11.0,2018,4,3
6,432,9,49,37.0,2017,11,12
6,429,1,49,24.0,2017,11,12
6,340,6,11,1.0,2017,11,12
6,610,4,11,1.0,2017,11,12
1,654,7,11,10.0,2018,4,3
6,425,14,49,6.0,2017,11,12
1,653,7,11,11.0,2018,4,3
1,651,7,11,11.0,2018,4,3
1,630,7,11,5.0,2018,4,3
1,650,7,11,6.0,2018,4,3
1,640,7,11,11.0,2018,4,3
6,424,4,49,1.0,2017,11,12
6,435,9,49,23.0,2017,11,12
6,520,6,11,1.0,2017,11,12
6,426,6,49,2.0,2017,11,12
6,427,6,49,1.0,2017,11,12
6,400,6,11,1.0,2017,11,12
6,424,1,49,16.0,2017,11,12
1,620,7,11,7.0,2018,4,3
1,610,7,11,11.0,2018,4,3
6,430,14,49,1.0,2017,11,12
1,421,7,49,6.0,2018,4,3
1,434,14,49,18.0,2017,12,12
1,424,14,49,13.0,2017,12,12
1,424,6,49,1.0,2017,12,12
1,432,9,49,44.0,2017,12,12
1,429,1,49,23.0,2017,12,12
1,430,1,49,7.0,2017,12,12
1,433,14,49,2.0,2017,12,12
1,590,7,11,8.0,2018,4,3
1,600,7,11,9.0,2018,4,3
1,423,7,49,14.0,2018,4,3
1,580,7,11,4.0,2018,4,3
1,570,7,11,7.0,2018,4,3
1,560,7,11,8.0,2018,4,3
1,550,7,11,6.0,2018,4,3
1,540,7,11,10.0,2018,4,3
1,530,7,11,6.0,2018,4,3
1,422,7,49,16.0,2018,4,3
1,520,7,11,11.0,2018,4,3
1,510,7,11,11.0,2018,4,3
1,500,7,11,8.0,2018,4,3
1,490,7,11,9.0,2018,4,3
1,300,7,11,1.0,2018,4,3
1,424,4,49,1.0,2017,12,12
5,422,7,49,1.0,2018,3,3
5,426,7,49,4.0,2018,3,3
5,654,7,11,2.0,2018,3,3
5,427,7,49,1.0,2018,3,3
5,350,7,11,1.0,2018,3,3
5,340,7,11,1.0,2018,3,3
5,300,7,11,1.0,2018,3,3
5,320,7,11,1.0,2018,2,3
5,310,7,11,2.0,2018,2,3
1,425,14,49,2.0,2017,12,12
5,424,7,49,3.0,2018,2,3
5,659,7,11,1.0,2018,2,3
5,658,7,11,4.0,2018,2,3
5,426,7,49,10.0,2018,2,3
1,426,6,49,1.0,2017,12,12
5,434,7,49,3.0,2018,2,3
5,657,7,11,11.0,2018,2,3
1,350,6,11,2.0,2017,12,12
5,656,7,11,8.0,2018,2,3
1,435,9,49,18.0,2017,12,12
1,340,6,11,1.0,2017,12,12
1,424,1,49,20.0,2017,12,12
5,655,7,11,10.0,2018,2,3
5,654,7,11,10.0,2018,2,3
5,653,7,11,10.0,2018,2,3
5,652,7,11,10.0,2018,2,3
5,640,7,11,11.0,2018,2,3
1,300,5,11,1.0,2017,12,12
5,650,7,11,1.0,2018,2,3
5,630,7,11,11.0,2018,2,3
2,424,14,49,13.0,2017,12,13
2,434,14,49,21.0,2017,12,13
2,432,9,49,45.0,2017,12,13
2,429,1,49,26.0,2017,12,13
2,433,9,49,1.0,2017,12,13
5,620,7,11,9.0,2018,2,3
5,610,7,11,10.0,2018,2,3
5,600,7,11,8.0,2018,2,3
5,590,7,11,9.0,2018,2,3
5,580,7,11,9.0,2018,2,3
5,570,7,11,11.0,2018,2,3
5,560,7,11,10.0,2018,2,3
2,428,9,49,4.0,2017,12,13
2,433,14,49,2.0,2017,12,13
2,435,9,49,28.0,2017,12,13
5,550,7,11,11.0,2018,2,3
5,540,7,11,9.0,2018,2,3
5,530,7,11,11.0,2018,2,3
5,520,7,11,11.0,2018,2,3
2,430,1,49,1.0,2017,12,13
5,425,7,49,20.0,2018,2,3
5,510,7,11,11.0,2018,2,3
2,310,4,11,4.0,2017,12,13
2,310,5,11,2.0,2017,12,13
5,500,7,11,10.0,2018,2,3
2,428,14,49,1.0,2017,12,13
5,490,7,11,10.0,2018,2,3
5,480,7,11,10.0,2018,2,3
5,422,7,49,13.0,2018,2,3
5,470,7,11,9.0,2018,2,3
5,460,7,11,11.0,2018,2,3
5,450,7,11,11.0,2018,2,3
5,440,7,11,9.0,2018,2,3
5,428,7,49,6.0,2018,2,3
5,429,7,11,9.0,2018,2,3
5,420,7,11,8.0,2018,2,3
5,410,7,11,8.0,2018,2,3
5,380,7,11,1.0,2018,2,3
5,300,7,11,1.0,2018,2,3
2,426,7,49,18.0,2018,1,3
2,600,7,11,1.0,2018,1,3
2,590,7,11,4.0,2018,1,3
2,426,6,49,3.0,2017,12,13
2,580,7,11,8.0,2018,1,3
2,570,7,11,8.0,2018,1,3
2,510,6,11,1.0,2017,12,13
2,300,4,11,4.0,2017,12,13
2,560,7,11,11.0,2018,1,3
2,550,7,11,11.0,2018,1,3
2,427,7,49,8.0,2018,1,3
2,540,7,11,11.0,2018,1,3
2,530,7,11,11.0,2018,1,3
2,520,7,11,11.0,2018,1,3
2,510,7,11,7.0,2018,1,3
2,500,7,11,10.0,2018,1,3
2,490,7,11,9.0,2018,1,3
2,480,7,11,8.0,2018,1,3
2,470,7,11,7.0,2018,1,3
2,440,6,11,1.0,2017,12,13
2,460,7,11,9.0,2018,1,3
2,450,7,11,8.0,2018,1,3
2,440,7,11,7.0,2018,1,3
2,424,6,49,1.0,2017,12,13
2,422,7,49,15.0,2018,1,3
2,420,6,11,6.0,2017,12,13
2,429,7,11,11.0,2018,1,3
2,400,6,11,2.0,2017,12,13
2,424,1,49,17.0,2017,12,13
2,420,7,11,11.0,2018,1,3
2,425,7,49,4.0,2018,1,3
2,410,7,11,7.0,2018,1,3
2,400,7,11,9.0,2018,1,3
2,350,6,11,3.0,2017,12,13
2,429,14,49,1.0,2017,12,13
2,425,14,49,3.0,2017,12,13
2,390,7,11,7.0,2018,1,3
2,470,6,11,1.0,2017,12,13
3,420,14,49,2.0,2017,12,14
3,433,9,49,20.0,2017,12,14
3,661,4,11,2.0,2017,12,14
3,660,4,11,3.0,2017,12,14
3,659,4,11,1.0,2017,12,14
3,429,1,49,20.0,2017,12,14
3,434,14,49,22.0,2017,12,14
3,432,9,49,36.0,2017,12,14
2,300,7,11,1.0,2018,1,3
2,640,7,11,2.0,2018,1,3
3,428,9,49,2.0,2017,12,14
3,424,14,49,8.0,2017,12,14
2,426,7,49,25.0,2018,2,28
3,650,4,11,4.0,2017,12,14
2,1147,7,49,1.0,2018,2,28
3,620,4,11,1.0,2017,12,14
2,650,7,11,1.0,2018,2,28
3,600,4,11,4.0,2017,12,14
3,590,4,11,1.0,2017,12,14
3,580,4,11,2.0,2017,12,14
3,570,4,11,2.0,2017,12,14
3,560,4,11,3.0,2017,12,14
3,550,4,11,1.0,2017,12,14
3,520,4,11,2.0,2017,12,14
2,425,7,49,1.0,2018,2,28
3,510,4,11,2.0,2017,12,14
3,500,4,11,2.0,2017,12,14
3,470,4,11,1.0,2017,12,14
3,450,4,11,1.0,2017,12,14
2,640,7,11,1.0,2018,2,28
2,420,7,11,7.0,2018,2,28
2,630,7,11,11.0,2018,2,28
2,427,7,49,9.0,2018,2,28
2,620,7,11,11.0,2018,2,28
2,610,7,11,8.0,2018,2,28
2,600,7,11,11.0,2018,2,28
2,590,7,11,8.0,2018,2,28
2,580,7,11,9.0,2018,2,28
3,433,14,49,4.0,2017,12,14
2,570,7,11,8.0,2018,2,28
2,560,7,11,11.0,2018,2,28
2,540,7,11,8.0,2018,2,28
2,550,7,11,7.0,2018,2,28
2,520,7,11,11.0,2018,2,28
2,530,7,11,9.0,2018,2,28
2,510,7,11,10.0,2018,2,28
2,500,7,11,7.0,2018,2,28
2,490,7,11,10.0,2018,2,28
2,480,7,11,9.0,2018,2,28
2,470,7,11,9.0,2018,2,28
2,460,7,11,10.0,2018,2,28
2,450,7,11,7.0,2018,2,28
2,440,7,11,10.0,2018,2,28
2,428,7,49,6.0,2018,2,28
2,429,7,11,11.0,2018,2,28
2,424,7,49,1.0,2018,2,28
2,410,7,11,10.0,2018,2,28
2,400,7,11,10.0,2018,2,28
2,390,7,11,4.0,2018,2,28
2,380,7,11,9.0,2018,2,28
2,300,7,11,1.0,2018,2,28
1,426,7,49,27.0,2018,2,27
1,650,7,11,9.0,2018,2,27
1,424,7,49,3.0,2018,2,27
1,640,7,11,11.0,2018,2,27
1,630,7,11,11.0,2018,2,27
1,620,7,11,7.0,2018,2,27
1,610,7,11,11.0,2018,2,27
3,480,6,11,1.0,2017,12,14
1,600,7,11,9.0,2018,2,27
1,590,7,11,10.0,2018,2,27
1,580,7,11,11.0,2018,2,27
1,570,7,11,6.0,2018,2,27
1,550,7,11,8.0,2018,2,27
1,560,7,11,9.0,2018,2,27
3,450,6,11,2.0,2017,12,14
1,540,7,11,10.0,2018,2,27
1,530,7,11,6.0,2018,2,27
1,520,7,11,4.0,2018,2,27
3,440,6,11,2.0,2017,12,14
1,510,7,11,7.0,2018,2,27
1,500,7,11,5.0,2018,2,27
1,440,7,11,9.0,2018,2,27
1,425,7,49,8.0,2018,2,27
1,429,7,11,5.0,2018,2,27
3,426,6,49,2.0,2017,12,14
1,420,7,11,6.0,2018,2,27
1,300,7,11,2.0,2018,2,27
3,424,1,49,20.0,2017,12,14
3,435,9,49,35.0,2017,12,14
3,425,14,49,5.0,2017,12,14
3,400,6,11,2.0,2017,12,14
3,429,14,49,1.0,2017,12,14
4,432,9,49,38.0,2017,12,15
4,431,14,49,3.0,2017,12,15
4,430,1,49,8.0,2017,12,15
4,434,14,49,16.0,2017,12,15
4,429,1,49,29.0,2017,12,15
4,429,14,49,2.0,2017,12,15
4,426,6,49,2.0,2017,12,15
4,424,14,49,6.0,2017,12,15
4,433,14,49,10.0,2017,12,15
0,426,7,49,8.0,2018,2,26
0,580,7,11,2.0,2018,2,26
0,424,7,49,5.0,2018,2,26
4,424,1,49,20.0,2017,12,15
0,550,7,11,9.0,2018,2,26
0,560,7,11,11.0,2018,2,26
0,570,7,11,11.0,2018,2,26
0,530,7,11,7.0,2018,2,26
0,510,7,11,8.0,2018,2,26
0,540,7,11,7.0,2018,2,26
0,490,7,11,11.0,2018,2,26
0,300,7,11,2.0,2018,2,26
0,520,7,11,9.0,2018,2,26
0,480,7,11,5.0,2018,2,26
4,435,9,49,39.0,2017,12,15
0,500,7,11,11.0,2018,2,26
0,320,7,11,1.0,2018,2,26
6,427,7,49,2.0,2018,2,25
6,426,7,49,2.0,2018,2,25
6,1144,7,49,1.0,2018,2,25
6,300,7,11,2.0,2018,2,25
5,426,7,49,5.0,2018,2,24
5,654,7,11,1.0,2018,2,24
5,300,7,11,2.0,2018,2,24
5,480,7,11,1.0,2018,2,24
5,380,7,11,6.0,2018,2,24
5,370,7,11,10.0,2018,2,24
5,434,7,49,1.0,2018,2,24
4,300,7,11,3.0,2018,2,23
4,426,7,49,1.0,2018,2,23
4,659,7,11,3.0,2018,2,23
4,654,7,11,8.0,2018,2,23
4,653,7,11,6.0,2018,2,23
4,652,7,11,10.0,2018,2,23
4,651,7,11,6.0,2018,2,23
4,650,7,11,8.0,2018,2,23
4,640,7,11,8.0,2018,2,23
4,630,7,11,3.0,2018,2,23
4,620,7,11,8.0,2018,2,23
4,610,7,11,10.0,2018,2,23
4,590,7,11,6.0,2018,2,23
4,600,7,11,10.0,2018,2,23
4,580,7,11,9.0,2018,2,23
4,570,7,11,11.0,2018,2,23
4,560,7,11,11.0,2018,2,23
4,530,7,11,8.0,2018,2,23
4,520,7,11,10.0,2018,2,23
4,425,14,49,21.0,2017,12,15
4,510,7,11,5.0,2018,2,23
4,500,7,11,9.0,2018,2,23
4,428,14,49,1.0,2017,12,15
4,490,7,11,5.0,2018,2,23
4,424,7,49,1.0,2018,2,23
4,480,7,11,10.0,2018,2,23
4,470,7,11,9.0,2018,2,23
4,460,7,11,11.0,2018,2,23
5,433,9,49,14.0,2017,12,16
5,424,14,49,17.0,2017,12,16
5,432,9,49,44.0,2017,12,16
5,434,14,49,8.0,2017,12,16
5,429,1,49,34.0,2017,12,16
5,426,6,49,1.0,2017,12,16
4,450,7,11,8.0,2018,2,23
4,440,7,11,5.0,2018,2,23
4,429,7,11,11.0,2018,2,23
5,651,6,11,1.0,2017,12,16
4,420,7,11,5.0,2018,2,23
5,650,6,11,2.0,2017,12,16
5,640,6,11,1.0,2017,12,16
4,410,7,11,10.0,2018,2,23
4,425,7,49,5.0,2018,2,23
4,400,7,11,5.0,2018,2,23
4,320,7,11,1.0,2018,2,23
5,530,6,11,1.0,2017,12,16
5,1144,6,49,2.0,2017,12,16
5,435,9,49,34.0,2017,12,16
5,429,6,11,1.0,2017,12,16
5,424,1,49,19.0,2017,12,16
5,425,14,49,2.0,2017,12,16
5,429,14,49,3.0,2017,12,16
5,428,14,49,2.0,2017,12,16
5,424,4,49,1.0,2017,12,16
6,429,1,49,36.0,2017,12,17
6,433,9,49,23.0,2017,12,17
6,428,9,49,1.0,2017,12,17
6,432,9,49,37.0,2017,12,17
6,434,14,49,7.0,2017,12,17
3,410,7,11,9.0,2018,2,22
3,560,7,11,9.0,2018,2,22
3,500,7,11,6.0,2018,2,22
3,570,7,11,1.0,2018,2,22
6,430,1,49,10.0,2017,12,17
3,550,7,11,9.0,2018,2,22
6,425,14,49,12.0,2017,12,17
3,426,7,49,9.0,2018,2,22
3,540,7,11,7.0,2018,2,22
3,530,7,11,9.0,2018,2,22
3,520,7,11,11.0,2018,2,22
3,510,7,11,6.0,2018,2,22
3,490,7,11,11.0,2018,2,22
3,480,7,11,8.0,2018,2,22
3,470,7,11,9.0,2018,2,22
3,450,7,11,5.0,2018,2,22
3,440,7,11,10.0,2018,2,22
3,425,7,49,10.0,2018,2,22
3,429,7,11,10.0,2018,2,22
3,420,7,11,11.0,2018,2,22
3,424,7,49,8.0,2018,2,22
3,400,7,11,10.0,2018,2,22
3,390,7,11,8.0,2018,2,22
3,428,7,49,7.0,2018,2,22
3,380,7,11,7.0,2018,2,22
3,370,7,11,4.0,2018,2,22
3,300,7,11,1.0,2018,2,22
2,426,7,49,14.0,2018,2,21
2,300,7,11,2.0,2018,2,21
2,640,7,11,2.0,2018,2,21
2,630,7,11,7.0,2018,2,21
6,424,4,49,1.0,2017,12,17
2,620,7,11,11.0,2018,2,21
2,610,7,11,11.0,2018,2,21
2,590,7,11,11.0,2018,2,21
2,600,7,11,11.0,2018,2,21
2,580,7,11,11.0,2018,2,21
2,570,7,11,5.0,2018,2,21
2,560,7,11,7.0,2018,2,21
2,550,7,11,8.0,2018,2,21
6,426,6,49,1.0,2017,12,17
2,540,7,11,11.0,2018,2,21
2,530,7,11,11.0,2018,2,21
2,520,7,11,9.0,2018,2,21
2,500,7,11,6.0,2018,2,21
2,510,7,11,10.0,2018,2,21
2,490,7,11,11.0,2018,2,21
6,424,14,49,11.0,2017,12,17
2,480,7,11,8.0,2018,2,21
2,470,7,11,11.0,2018,2,21
6,427,6,49,5.0,2017,12,17
2,424,7,49,11.0,2018,2,21
2,460,7,11,10.0,2018,2,21
2,450,7,11,6.0,2018,2,21
2,440,7,11,11.0,2018,2,21
6,428,14,49,3.0,2017,12,17
6,390,6,11,1.0,2017,12,17
6,424,1,49,22.0,2017,12,17
6,435,9,49,25.0,2017,12,17
6,380,6,11,2.0,2017,12,17
6,360,6,11,2.0,2017,12,17
2,429,7,11,10.0,2018,2,21
6,300,6,11,1.0,2017,12,17
2,410,7,11,4.0,2018,2,21
2,400,7,11,8.0,2018,2,21
2,390,7,11,1.0,2018,2,21
2,350,7,11,1.0,2018,2,21
0,432,9,49,36.0,2017,12,18
0,433,9,49,23.0,2017,12,18
0,422,6,49,1.0,2017,12,18
0,426,6,49,3.0,2017,12,18
0,429,1,49,38.0,2017,12,18
0,434,14,49,6.0,2017,12,18
0,424,14,49,9.0,2017,12,18
0,424,4,49,3.0,2017,12,18
1,426,7,49,26.0,2018,2,20
1,580,7,11,5.0,2018,2,20
1,427,7,49,5.0,2018,2,20
1,570,7,11,9.0,2018,2,20
1,560,7,11,9.0,2018,2,20
1,550,7,11,10.0,2018,2,20
1,420,7,11,10.0,2018,2,20
1,540,7,11,9.0,2018,2,20
1,530,7,11,9.0,2018,2,20
1,520,7,11,5.0,2018,2,20
1,510,7,11,5.0,2018,2,20
1,500,7,11,3.0,2018,2,20
1,490,7,11,10.0,2018,2,20
0,435,9,49,19.0,2017,12,18
1,480,7,11,8.0,2018,2,20
1,470,7,11,11.0,2018,2,20
1,460,7,11,7.0,2018,2,20
1,450,7,11,10.0,2018,2,20
1,424,7,49,14.0,2018,2,20
1,440,7,11,5.0,2018,2,20
1,429,7,11,5.0,2018,2,20
1,425,7,49,2.0,2018,2,20
1,410,7,11,11.0,2018,2,20
1,400,7,11,10.0,2018,2,20
1,434,7,49,1.0,2018,2,20
1,390,7,11,11.0,2018,2,20
1,380,7,11,3.0,2018,2,20
1,310,7,11,1.0,2018,2,20
1,300,7,11,1.0,2018,2,20
0,450,6,11,1.0,2017,12,18
0,427,7,49,1.0,2018,2,19
0,420,7,11,1.0,2018,2,19
0,651,7,11,1.0,2018,2,19
0,650,7,11,11.0,2018,2,19
0,640,7,11,11.0,2018,2,19
0,426,7,49,6.0,2018,2,19
0,630,7,11,11.0,2018,2,19
0,620,7,11,10.0,2018,2,19
0,610,7,11,11.0,2018,2,19
0,600,7,11,10.0,2018,2,19
0,427,6,49,2.0,2017,12,18
0,370,6,11,4.0,2017,12,18
0,424,1,49,16.0,2017,12,18
0,431,1,49,5.0,2017,12,18
0,380,6,11,2.0,2017,12,18
0,590,7,11,7.0,2018,2,19
0,580,7,11,11.0,2018,2,19
0,570,7,11,11.0,2018,2,19
0,560,7,11,11.0,2018,2,19
0,425,14,49,1.0,2017,12,18
0,550,7,11,11.0,2018,2,19
0,540,7,11,11.0,2018,2,19
1,430,1,49,6.0,2017,12,19
1,424,14,49,14.0,2017,12,19
1,429,1,49,36.0,2017,12,19
1,428,9,49,1.0,2017,12,19
1,432,9,49,43.0,2017,12,19
1,434,14,49,16.0,2017,12,19
1,420,14,49,2.0,2017,12,19
0,530,7,11,11.0,2018,2,19
0,520,7,11,11.0,2018,2,19
0,510,7,11,11.0,2018,2,19
0,500,7,11,11.0,2018,2,19
0,490,7,11,11.0,2018,2,19
0,1147,7,49,8.0,2018,2,19
0,480,7,11,11.0,2018,2,19
0,470,7,11,7.0,2018,2,19
0,425,7,49,7.0,2018,2,19
0,460,7,11,11.0,2018,2,19
0,450,7,11,11.0,2018,2,19
0,422,7,49,6.0,2018,2,19
0,433,7,49,13.0,2018,2,19
0,440,7,11,9.0,2018,2,19
0,429,7,11,2.0,2018,2,19
0,350,7,11,1.0,2018,2,19
0,300,7,11,1.0,2018,2,19
6,426,7,49,5.0,2018,2,18
6,435,7,49,1.0,2018,2,18
6,656,7,11,1.0,2018,2,18
6,654,7,11,2.0,2018,2,18
6,655,7,11,6.0,2018,2,18
6,360,7,11,1.0,2018,2,18
6,652,7,11,10.0,2018,2,18
6,651,7,11,9.0,2018,2,18
6,653,7,11,2.0,2018,2,18
6,650,7,11,10.0,2018,2,18
6,640,7,11,11.0,2018,2,18
6,630,7,11,11.0,2018,2,18
6,620,7,11,11.0,2018,2,18
6,610,7,11,6.0,2018,2,18
6,600,7,11,7.0,2018,2,18
6,590,7,11,8.0,2018,2,18
1,420,6,11,1.0,2017,12,19
6,580,7,11,11.0,2018,2,18
6,570,7,11,5.0,2018,2,18
6,560,7,11,10.0,2018,2,18
6,550,7,11,8.0,2018,2,18
6,540,7,11,9.0,2018,2,18
1,425,14,49,9.0,2017,12,19
6,530,7,11,7.0,2018,2,18
1,433,6,49,3.0,2017,12,19
6,520,7,11,7.0,2018,2,18
6,510,7,11,10.0,2018,2,18
6,1144,7,49,21.0,2018,2,18
1,380,6,11,2.0,2017,12,19
1,435,9,49,16.0,2017,12,19
1,424,1,49,21.0,2017,12,19
1,370,6,11,1.0,2017,12,19
1,350,6,11,3.0,2017,12,19
1,360,6,11,3.0,2017,12,19
1,431,1,49,3.0,2017,12,19
1,429,14,49,1.0,2017,12,19
6,500,7,11,4.0,2018,2,18
6,1147,7,49,18.0,2018,2,18
2,433,9,49,19.0,2017,12,20
6,490,7,11,6.0,2018,2,18
2,428,9,49,10.0,2017,12,20
2,432,9,49,35.0,2017,12,20
2,429,1,49,35.0,2017,12,20
2,430,1,49,20.0,2017,12,20
6,432,7,49,7.0,2018,2,18
2,434,14,49,5.0,2017,12,20
2,426,6,49,2.0,2017,12,20
6,480,7,11,11.0,2018,2,18
6,434,7,49,14.0,2018,2,18
6,470,7,11,10.0,2018,2,18
6,460,7,11,6.0,2018,2,18
2,435,9,49,29.0,2017,12,20
6,450,7,11,8.0,2018,2,18
6,440,7,11,10.0,2018,2,18
6,410,7,11,2.0,2018,2,18
6,429,7,11,9.0,2018,2,18
6,420,7,11,4.0,2018,2,18
6,300,7,11,1.0,2018,2,18
5,421,7,49,1.0,2018,2,17
5,428,7,49,1.0,2018,2,17
5,426,7,49,1.0,2018,2,17
5,580,7,11,2.0,2018,2,17
5,560,7,11,1.0,2018,2,17
5,427,7,49,1.0,2018,2,17
5,300,7,11,1.0,2018,2,17
5,340,7,11,1.0,2018,2,17
4,434,7,49,6.0,2018,2,16
4,426,7,49,11.0,2018,2,16
4,421,7,49,1.0,2018,2,16
4,320,7,11,1.0,2018,2,16
4,662,7,11,4.0,2018,2,16
4,661,7,11,10.0,2018,2,16
4,660,7,11,10.0,2018,2,16
4,659,7,11,11.0,2018,2,16
4,658,7,11,6.0,2018,2,16
4,657,7,11,11.0,2018,2,16
4,656,7,11,10.0,2018,2,16
4,655,7,11,9.0,2018,2,16
4,654,7,11,11.0,2018,2,16
4,653,7,11,7.0,2018,2,16
4,652,7,11,9.0,2018,2,16
4,651,7,11,8.0,2018,2,16
4,650,7,11,11.0,2018,2,16
2,300,4,11,1.0,2017,12,20
4,640,7,11,8.0,2018,2,16
2,424,1,49,16.0,2017,12,20
